Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP00308,Female,Yes,2,Graduate,No,9409,4894,114.0,360,1.0,Urban,Y
LP00309,Male,Yes,1,Not Graduate,No,6779,5411,103.0,480,1.0,Rural,Y
LP00310,Male,No,2,Not Graduate,No,30583,1024,165.0,180,1.0,Semiurban,Y
LP00311,Male,Yes,2,Not Graduate,No,6052,1514,113.0,180,1.0,Rural,Y
LP00312,Female,No,1,Graduate,Yes,5376,86,141.0,240,1.0,Urban,Y
LP00313,Male,Yes,3+,Not Graduate,No,7584,0,154.0,480,1.0,Semiurban,Y
LP00314,Female,Yes,3+,Not Graduate,No,2015,2323,195.0,480,1.0,Urban,Y
LP00315,Male,No,1,Not Graduate,,11181,2386,108.0,180,1.0,Urban,Y
LP00316,Female,,2,Not Graduate,Yes,8395,1906,164.0,240,1.0,Semiurban,Y
LP00317,Female,Yes,0,Not Graduate,No,7423,0,134.0,480,0.0,Semiurban,N
LP00318,Female,No,1,Not Graduate,Yes,5161,3530,189.0,180,0.0,Urban,Y
LP00319,Male,No,2,Graduate,Yes,4269,1357,194.0,180,1.0,Rural,Y
LP00320,Female,No,3+,Not Graduate,No,12798,2350,148.0,120,1.0,Urban,Y
LP00321,Male,Yes,0,Graduate,Yes,7333,1586,171.0,240,0.0,Rural,Y
LP00322,Male,Yes,0,Not Graduate,No,5035,0,57.0,120,1.0,Semiurban,Y
LP00323,Female,No,2,Graduate,,4241,0,157.0,240,,Semiurban,Y
LP00324,Male,Yes,2,Graduate,No,44701,2973,143.0,180,1.0,Rural,Y
LP00325,Male,Yes,0,Graduate,No,9297,1393,152.0,120,1.0,Semiurban,Y
LP00326,Male,No,3+,Graduate,No,5329,3188,132.0,360,1.0,Rural,Y
LP00327,Female,Yes,0,Not Graduate,Yes,8341,542,141.0,120,1.0,Rural,Y
LP00328,,No,1,Graduate,No,9714,2464,138.0,480,,Urban,Y
LP00329,Male,No,1,Graduate,Yes,10475,2580,140.0,180,1.0,Rural,Y
LP00330,Female,,0,Graduate,Yes,4337,1372,112.0,180,1.0,Urban,Y
LP00331,Male,Yes,0,Graduate,Yes,7141,2541,136.0,240,1.0,Semiurban,Y
LP00332,Female,No,1,Graduate,No,7161,0,,480,1.0,Semiurban,Y
LP00333,Female,Yes,0,Graduate,Yes,3975,2639,208.0,360,1.0,Urban,Y
LP00334,Male,No,2,Graduate,Yes,6466,3887,146.0,360,0.0,Semiurban,Y
LP00335,Female,No,0,Graduate,No,5466,1376,122.0,360,1.0,Rural,Y
LP00336,Female,No,3+,Graduate,Yes,7401,1804,159.0,120,1.0,Urban,Y
LP00337,Male,No,2,Graduate,No,9373,0,40.0,360,0.0,Semiurban,Y
LP00338,Male,No,3+,Not Graduate,Yes,3582,1485,87.0,360,1.0,Semiurban,Y
LP00339,Male,No,3+,Graduate,Yes,8353,2862,114.0,360,1.0,Urban,Y
LP00340,Female,No,2,Graduate,,5634,2348,73.0,240,0.0,Semiurban,Y
LP00341,Female,Yes,0,Graduate,Yes,6961,2611,145.0,480,1.0,Semiurban,Y
LP00342,Male,Yes,1,Not Graduate,Yes,9991,1578,138.0,240,1.0,Rural,Y
LP00343,Male,No,1,Not Graduate,Yes,5891,561,132.0,240,1.0,Rural,Y
LP00344,Female,,1,Not Graduate,,3570,0,206.0,120,0.0,Rural,N
LP00345,Male,Yes,1,Graduate,No,5327,3255,112.0,360,0.0,Rural,Y
LP00346,Male,No,3+,Not Graduate,No,8694,1116,237.0,480,0.0,Semiurban,N
LP00347,Female,Yes,1,Graduate,No,8855,2219,198.0,480,1.0,Rural,Y
LP00348,Male,No,3+,Not Graduate,No,7080,745,160.0,180,1.0,Semiurban,Y
LP00349,,Yes,2,Graduate,No,12033,1991,123.0,120,1.0,Rural,Y
LP00350,Female,No,0,Graduate,No,3632,439,194.0,240,,Urban,Y
LP00351,Female,No,3+,Not Graduate,Yes,4382,2551,193.0,240,1.0,Urban,Y
LP00352,Male,Yes,2,Not Graduate,Yes,9490,740,76.0,360,0.0,Rural,Y
LP00353,Female,No,2,Graduate,,6193,1448,,480,1.0,Rural,Y
LP00354,Male,No,3+,Not Graduate,Yes,8139,30280,111.0,180,1.0,Rural,Y
LP00355,Female,No,0,Not Graduate,Yes,7142,2176,208.0,180,1.0,Urban,Y
LP00356,Male,Yes,2,Not Graduate,Yes,8345,3301,123.0,240,1.0,Rural,Y
LP00357,Female,,3+,Not Graduate,No,4387,0,232.0,120,1.0,Urban,Y
LP00358,Female,Yes,2,Graduate,No,6446,1412,153.0,240,1.0,Rural,Y
LP00359,Male,Yes,3+,Graduate,Yes,9151,983,132.0,480,1.0,Rural,Y
LP00360,Male,Yes,3+,Not Graduate,Yes,6378,4050,162.0,360,1.0,Urban,Y
LP00361,,No,3+,Not Graduate,No,8657,3442,148.0,240,1.0,Semiurban,Y
LP00362,Male,Yes,2,Graduate,No,7999,888,116.0,120,1.0,Rural,Y
LP00363,Female,Yes,1,Graduate,No,10095,1829,153.0,360,1.0,Rural,Y
LP00364,Male,Yes,0,Graduate,Yes,7601,5442,165.0,240,,Rural,Y
LP00365,Male,No,1,Graduate,Yes,8883,2333,198.0,120,1.0,Urban,Y
LP00366,Female,Yes,2,Graduate,No,6653,85,130.0,120,1.0,Urban,Y
LP00367,Male,No,0,Graduate,No,5548,2624,215.0,240,1.0,Semiurban,Y
LP00368,Female,No,3+,Graduate,Yes,4010,2422,193.0,240,1.0,Semiurban,Y
LP00369,Male,No,3+,Not Graduate,No,6664,1820,104.0,360,1.0,Semiurban,Y
LP00370,Female,Yes,1,Not Graduate,Yes,6697,2387,100.0,120,1.0,Rural,Y
LP00371,Male,Yes,2,Not Graduate,Yes,8805,31619,217.0,120,0.0,Semiurban,Y
LP00372,,No,0,Not Graduate,No,7561,3105,76.0,480,1.0,Rural,Y
LP00373,Female,Yes,1,Graduate,No,45655,3567,115.0,480,1.0,Semiurban,Y
LP00374,Male,Yes,1,Not Graduate,No,5589,2058,209.0,180,1.0,Semiurban,Y
LP00375,Male,No,2,Graduate,No,12153,3491,186.0,120,0.0,Rural,Y
LP00376,Male,No,2,Not Graduate,No,8945,1028,103.0,120,,Semiurban,Y
LP00377,Female,Yes,1,Graduate,Yes,6574,19553,171.0,360,1.0,Semiurban,Y
LP00378,Male,,3+,Not Graduate,Yes,7221,3868,88.0,180,1.0,Rural,Y
LP00379,Male,Yes,0,Graduate,Yes,5207,0,136.0,120,1.0,Urban,Y
LP00380,Female,Yes,1,Not Graduate,No,10783,2683,93.0,360,1.0,Semiurban,Y
LP00381,Female,Yes,2,Not Graduate,Yes,10052,2614,,480,1.0,Urban,Y
LP00382,Male,Yes,1,Not Graduate,Yes,6069,3324,224.0,120,1.0,Rural,Y
LP00383,Female,No,2,Graduate,No,5777,232,146.0,360,1.0,Urban,Y
LP00384,,Yes,2,Not Graduate,Yes,7807,1593,119.0,360,1.0,Urban,Y
LP00385,Male,Yes,0,Not Graduate,Yes,8284,1054,87.0,360,1.0,Rural,Y
LP00386,Female,No,2,Not Graduate,No,6931,4281,214.0,120,1.0,Urban,Y
LP00387,Female,No,2,Not Graduate,Yes,5494,2456,95.0,360,1.0,Rural,Y
LP00388,Female,Yes,1,Not Graduate,Yes,8915,3517,135.0,180,,Urban,Y
LP00389,Female,,2,Graduate,Yes,4805,642,129.0,480,1.0,Rural,Y
LP00390,Male,Yes,3+,Not Graduate,Yes,9283,675,207.0,480,1.0,Urban,Y
LP00391,Male,Yes,0,Not Graduate,Yes,6946,753,40.0,480,1.0,Rural,Y
LP00392,Female,No,1,Graduate,Yes,40318,1406,143.0,240,1.0,Urban,Y
LP00393,Female,No,1,Graduate,No,3093,1059,175.0,480,0.0,Semiurban,N
LP00394,Female,No,0,Not Graduate,No,7733,0,160.0,360,1.0,Rural,Y
LP00395,Female,No,0,Not Graduate,Yes,2962,3430,106.0,360,1.0,Semiurban,Y
LP00396,Female,No,2,Graduate,No,7501,3408,94.0,180,1.0,Urban,Y
LP00397,Female,No,2,Graduate,No,8072,2770,147.0,240,1.0,Urban,Y
LP00398,Male,,2,Graduate,Yes,4931,1920,91.0,180,1.0,Urban,Y
LP00399,Male,Yes,3+,Graduate,Yes,8091,3065,40.0,240,1.0,Semiurban,Y
LP00400,Male,No,3+,Graduate,Yes,8547,4680,140.0,480,0.0,Urban,Y
LP00401,Female,Yes,3+,Graduate,No,6542,3724,110.0,480,1.0,Semiurban,Y
LP00402,,No,1,Not Graduate,Yes,5793,21905,145.0,360,1.0,Semiurban,Y
LP00403,Male,No,2,Not Graduate,No,7807,1446,126.0,240,1.0,Semiurban,Y
LP00404,Female,Yes,3+,Not Graduate,Yes,9207,1691,131.0,480,1.0,Urban,Y
LP00405,Female,No,1,Not Graduate,No,7746,747,120.0,360,0.0,Semiurban,Y
LP00406,Male,Yes,2,Not Graduate,Yes,7283,0,181.0,120,1.0,Semiurban,Y
LP00407,,Yes,3+,Graduate,No,11683,3312,119.0,240,1.0,Rural,Y
LP00408,Female,No,2,Not Graduate,No,7169,2993,161.0,480,1.0,Urban,Y
LP00409,Female,No,0,Graduate,Yes,5391,3241,124.0,180,,Semiurban,N
LP00410,Female,No,2,Not Graduate,No,4612,2393,232.0,240,1.0,Urban,Y
LP00411,Male,Yes,3+,Graduate,Yes,7060,38847,136.0,180,1.0,Urban,Y
LP00412,Male,Yes,2,Graduate,Yes,4344,2399,131.0,120,1.0,Rural,Y
LP00413,Female,Yes,1,Graduate,Yes,9968,5425,166.0,180,1.0,Urban,Y
LP00414,Female,No,1,Graduate,No,7485,1305,155.0,240,0.0,Rural,N
LP00415,Female,No,1,Graduate,No,7421,3644,94.0,360,1.0,Semiurban,Y
LP00416,Female,No,3+,Graduate,No,10292,1634,44.0,240,1.0,Semiurban,Y
LP00417,Female,Yes,3+,Not Graduate,No,10242,1767,95.0,240,,Urban,Y
LP00418,,Yes,3+,Graduate,No,9101,2565,129.0,360,,Semiurban,Y
LP00419,Male,Yes,2,Graduate,No,6020,508,212.0,240,,Rural,Y
LP00420,Male,Yes,0,Graduate,Yes,10042,3929,184.0,360,1.0,Semiurban,Y
LP00421,,No,1,Not Graduate,,8009,1766,99.0,120,1.0,Semiurban,Y
LP00422,Female,Yes,1,Graduate,No,4052,3462,119.0,240,1.0,Semiurban,Y
LP00423,Female,Yes,0,Graduate,No,7708,1437,166.0,180,0.0,Semiurban,N
LP00424,Male,No,3+,Not Graduate,No,9178,0,145.0,180,1.0,Urban,Y
LP00425,Female,No,1,Not Graduate,,4499,851,163.0,480,1.0,Rural,Y
LP00426,Female,Yes,3+,Graduate,Yes,7876,2484,168.0,360,1.0,Urban,Y
LP00427,Male,Yes,3+,Graduate,No,8024,1462,170.0,480,1.0,Rural,Y
LP00428,Male,No,1,Not Graduate,No,6668,435,189.0,180,1.0,Semiurban,Y
LP00429,,No,3+,Not Graduate,No,1568,27378,115.0,240,1.0,Urban,Y
LP00430,Male,Yes,1,Not Graduate,No,7829,2066,171.0,240,1.0,Semiurban,Y
LP00431,Male,No,1,Not Graduate,Yes,8282,1436,173.0,480,1.0,Rural,Y
LP00432,,No,2,Not Graduate,No,4661,3320,115.0,180,,Urban,Y
LP00433,Male,Yes,1,Graduate,No,7918,4373,129.0,120,0.0,Urban,Y
LP00434,Male,No,1,Graduate,Yes,6951,1375,175.0,360,1.0,Urban,Y
LP00435,Female,No,2,Graduate,No,4365,305,182.0,120,1.0,Rural,Y
LP00436,Male,Yes,1,Not Graduate,Yes,6738,1563,,240,1.0,Urban,Y
LP00437,Male,No,3+,Not Graduate,Yes,4681,2133,183.0,180,1.0,Urban,Y
LP00438,Female,No,2,Not Graduate,No,7473,3201,40.0,480,1.0,Semiurban,Y
LP00439,Female,No,2,Not Graduate,No,5364,0,163.0,240,,Semiurban,Y
LP00440,Female,Yes,2,Graduate,Yes,32271,3134,212.0,480,1.0,Semiurban,Y
LP00441,Male,Yes,3+,Not Graduate,Yes,48085,2838,143.0,480,1.0,Urban,Y
LP00442,Male,No,1,Graduate,No,6384,619,237.0,180,1.0,Semiurban,Y
LP00443,Female,Yes,3+,Graduate,Yes,7308,2572,141.0,480,0.0,Semiurban,Y
LP00444,Male,Yes,3+,Graduate,No,5443,2072,106.0,360,0.0,Rural,N
LP00445,Male,Yes,3+,Not Graduate,Yes,5470,1748,,180,1.0,Urban,Y
LP00446,Female,Yes,3+,Not Graduate,,3484,1683,72.0,180,1.0,Semiurban,Y
LP00447,Male,No,3+,Graduate,Yes,7206,0,,180,1.0,Urban,Y
LP00448,Male,No,3+,Not Graduate,No,7797,3676,55.0,240,1.0,Urban,Y
LP00449,Female,No,1,Not Graduate,Yes,6599,2739,149.0,120,1.0,Urban,Y
LP00450,Male,Yes,2,Graduate,,6202,685,188.0,120,1.0,Rural,Y
LP00451,Male,Yes,2,Not Graduate,Yes,11752,1715,108.0,360,1.0,Rural,Y
LP00452,Male,No,1,Not Graduate,Yes,2492,34103,152.0,480,1.0,Semiurban,Y
LP00453,Male,Yes,2,Not Graduate,Yes,3047,27735,118.0,240,1.0,Semiurban,Y
LP00454,Male,Yes,3+,Graduate,,11030,3055,127.0,240,1.0,Urban,Y
LP00455,Male,No,2,Not Graduate,No,1620,793,130.0,360,1.0,Urban,Y
LP00456,Female,Yes,2,Graduate,Yes,6671,1907,129.0,240,0.0,Semiurban,N
LP00457,Female,Yes,1,Not Graduate,No,7421,2418,90.0,120,1.0,Rural,Y
LP00458,Male,No,1,Not Graduate,Yes,6753,1826,171.0,180,1.0,Rural,Y
LP00459,Male,No,1,Graduate,No,9382,2201,112.0,240,1.0,Semiurban,Y
LP00460,Male,Yes,1,Graduate,No,4140,1951,138.0,240,1.0,Rural,Y
LP00461,,Yes,3+,Graduate,No,6678,0,115.0,180,1.0,Rural,Y
LP00462,,Yes,1,Graduate,No,7399,361,196.0,360,,Urban,Y
LP00463,Male,Yes,1,Not Graduate,No,9423,2398,110.0,180,1.0,Rural,Y
LP00464,Female,No,3+,Graduate,Yes,4015,3086,185.0,180,,Semiurban,Y
LP00465,Male,No,0,Graduate,No,10481,1449,152.0,180,1.0,Semiurban,Y
LP00466,Female,Yes,1,Not Graduate,No,6664,2935,175.0,240,1.0,Urban,Y
LP00467,Female,No,2,Not Graduate,Yes,10260,0,186.0,480,0.0,Urban,Y
LP00468,Female,No,1,Graduate,Yes,4272,1224,90.0,180,0.0,Urban,N
LP00469,Male,No,3+,Graduate,Yes,6229,2891,198.0,120,1.0,Semiurban,Y
LP00470,Male,Yes,3+,Not Graduate,,5594,1507,64.0,180,1.0,Rural,Y
LP00471,Male,Yes,2,Graduate,No,9412,4061,84.0,180,1.0,Semiurban,Y
LP00472,Male,Yes,3+,Not Graduate,No,6933,2192,103.0,120,1.0,Semiurban,Y
LP00473,,,1,Graduate,Yes,5815,1779,164.0,180,0.0,Rural,N
LP00474,Female,Yes,0,Graduate,No,5909,1646,136.0,120,1.0,Urban,Y
LP00475,Female,No,0,Graduate,,6353,4038,165.0,480,1.0,Semiurban,Y
LP00476,Female,No,1,Graduate,No,8742,1332,192.0,120,1.0,Semiurban,Y
LP00477,Male,No,2,Not Graduate,No,6731,2426,69.0,180,1.0,Semiurban,Y
LP00478,Female,,1,Graduate,No,4015,2000,,240,,Urban,Y
LP00479,Female,No,0,Not Graduate,,31571,2501,58.0,120,1.0,Rural,Y
LP00480,Male,No,2,Not Graduate,Yes,5030,930,132.0,180,1.0,Urban,Y
LP00481,Male,Yes,2,Not Graduate,No,2051,2847,91.0,480,1.0,Semiurban,Y
LP00482,Female,No,3+,Graduate,No,12185,512,40.0,360,1.0,Rural,Y
LP00483,Female,Yes,1,Not Graduate,Yes,9752,4541,84.0,480,1.0,Semiurban,Y
LP00484,Male,Yes,2,Not Graduate,Yes,5836,1651,258.0,180,1.0,Semiurban,Y
LP00485,Male,No,1,Graduate,No,7634,2454,188.0,180,1.0,Urban,Y
LP00486,Male,Yes,2,Not Graduate,No,7770,1251,152.0,360,1.0,Semiurban,Y
LP00487,Male,Yes,3+,Not Graduate,Yes,8553,1282,156.0,480,1.0,Urban,Y
LP00488,Female,Yes,0,Not Graduate,Yes,9815,1728,60.0,480,0.0,Rural,Y
LP00489,Female,No,2,Not Graduate,Yes,4735,884,113.0,180,1.0,Semiurban,Y
LP00490,Male,No,2,Not Graduate,Yes,1660,6192,187.0,120,0.0,Rural,N
LP00491,Female,Yes,1,Graduate,No,6862,2199,163.0,180,1.0,Rural,Y
LP00492,Female,,2,Not Graduate,Yes,8389,1925,131.0,120,1.0,Rural,Y
LP00493,Male,Yes,3+,Graduate,No,6512,3387,166.0,120,0.0,Semiurban,N
LP00494,,No,2,Not Graduate,Yes,8639,2072,139.0,360,1.0,Rural,Y
LP00495,Male,No,0,Not Graduate,No,9810,3126,105.0,240,,Semiurban,Y
LP00496,Male,No,0,Not Graduate,Yes,4570,0,111.0,240,1.0,Semiurban,Y
LP00497,Male,No,3+,Graduate,No,9382,2518,172.0,360,1.0,Urban,Y
LP00498,Male,Yes,0,Not Graduate,Yes,5396,2404,176.0,360,1.0,Rural,Y
LP00499,Female,No,0,Graduate,,9972,2791,155.0,120,0.0,Semiurban,Y
LP00500,Male,Yes,1,Not Graduate,,6933,565,132.0,120,1.0,Semiurban,Y
LP00501,Female,No,3+,Not Graduate,Yes,5312,1597,104.0,180,1.0,Rural,Y
LP00502,Female,Yes,0,Not Graduate,Yes,63451,2098,140.0,180,0.0,Semiurban,Y
LP00503,Female,No,3+,Not Graduate,Yes,8648,3112,67.0,480,1.0,Rural,Y
LP00504,Female,Yes,2,Graduate,Yes,5077,484,177.0,480,1.0,Urban,Y
LP00505,Male,Yes,3+,Not Graduate,No,6338,38636,,360,1.0,Rural,Y
LP00506,Female,Yes,1,Not Graduate,Yes,7149,2188,201.0,480,0.0,Rural,N
LP00507,Male,Yes,3+,Not Graduate,,1500,2057,221.0,480,1.0,Rural,Y
LP00508,Female,Yes,0,Graduate,No,7524,1111,176.0,180,1.0,Rural,Y
LP00509,Male,No,0,Not Graduate,No,8190,2507,187.0,120,1.0,Rural,Y
LP00510,Female,Yes,0,Not Graduate,No,7981,1087,138.0,240,1.0,Urban,Y
LP00511,Male,No,3+,Graduate,Yes,5263,1227,116.0,480,1.0,Rural,Y
LP00512,Female,,0,Graduate,Yes,4943,3369,140.0,240,1.0,Rural,Y
LP00513,,No,1,Graduate,No,6180,2017,177.0,240,0.0,Urban,N
LP00514,Female,Yes,3+,Graduate,Yes,5354,1374,79.0,180,0.0,Rural,N
LP00515,Male,Yes,3+,Not Graduate,,5809,3024,151.0,240,1.0,Semiurban,Y
LP00516,Female,No,1,Not Graduate,Yes,9127,1607,157.0,480,1.0,Semiurban,Y
LP00517,Male,No,3+,Not Graduate,No,7663,984,40.0,240,,Semiurban,Y
LP00518,Male,No,1,Not Graduate,Yes,10556,3096,183.0,480,,Rural,Y
LP00519,Female,Yes,2,Not Graduate,,34453,18201,112.0,480,1.0,Urban,Y
LP00520,Male,Yes,0,Graduate,No,36025,3485,133.0,480,1.0,Rural,Y
LP00521,Female,No,3+,Graduate,No,7001,2641,75.0,180,0.0,Semiurban,N
LP00522,Female,Yes,3+,Not Graduate,No,5623,91,117.0,240,1.0,Urban,Y
LP00523,Male,No,1,Not Graduate,Yes,5866,3833,154.0,180,1.0,Urban,Y
LP00524,Female,Yes,0,Graduate,Yes,8555,205,186.0,480,1.0,Rural,Y
LP00525,Male,Yes,3+,Not Graduate,Yes,8676,299,70.0,120,0.0,Rural,Y
LP00526,Female,No,3+,Graduate,Yes,7941,537,100.0,120,1.0,Urban,Y
LP00527,,No,3+,Graduate,Yes,4026,4099,99.0,360,1.0,Semiurban,Y
LP00528,Male,Yes,0,Not Graduate,Yes,6178,2644,115.0,120,0.0,Semiurban,Y
LP00529,Male,Yes,0,Graduate,Yes,7102,396,,240,1.0,Rural,Y
LP00530,Female,No,0,Graduate,No,6428,407,40.0,360,1.0,Urban,Y
LP00531,,Yes,0,Graduate,Yes,13031,2898,139.0,360,1.0,Semiurban,Y
LP00532,Male,Yes,0,Not Graduate,Yes,7056,2565,86.0,480,1.0,Semiurban,Y
LP00533,Male,No,1,Graduate,Yes,8788,2805,159.0,120,0.0,Semiurban,Y
LP00534,,Yes,0,Graduate,No,8682,2628,,360,1.0,Urban,Y
LP00535,Male,No,1,Graduate,Yes,7254,3968,84.0,360,1.0,Urban,Y
LP00536,Female,Yes,0,Graduate,Yes,7411,1871,147.0,360,1.0,Urban,Y
LP00537,Male,Yes,1,Not Graduate,,6441,3885,67.0,240,1.0,Semiurban,Y
LP00538,Male,No,2,Not Graduate,,6741,0,,120,1.0,Rural,Y
LP00539,Male,No,1,Not Graduate,Yes,7052,2122,83.0,480,0.0,Urban,Y
LP00540,Male,Yes,2,Not Graduate,Yes,6062,1355,197.0,360,1.0,Semiurban,Y
LP00541,Male,Yes,0,Not Graduate,Yes,4221,2145,162.0,360,1.0,Urban,Y
LP00542,Male,No,1,Graduate,No,10951,378,103.0,480,1.0,Urban,Y
LP00543,Male,No,3+,Graduate,No,6414,2452,184.0,180,1.0,Urban,Y
LP00544,Female,Yes,2,Not Graduate,Yes,6200,2012,102.0,180,1.0,Semiurban,Y
LP00545,Female,No,3+,Graduate,No,2980,2058,231.0,120,1.0,Urban,Y
LP00546,Male,,3+,Graduate,No,6524,1299,131.0,480,,Semiurban,Y
LP00547,Male,Yes,0,Not Graduate,Yes,1500,3946,75.0,180,1.0,Urban,Y
LP00548,Female,Yes,3+,Not Graduate,Yes,5926,2623,68.0,480,1.0,Urban,Y
LP00549,Female,No,1,Graduate,Yes,12060,38979,148.0,360,0.0,Semiurban,Y
LP00550,Female,No,1,Not Graduate,Yes,8064,1826,111.0,360,0.0,Semiurban,Y
LP00551,Female,No,0,Not Graduate,No,11510,1532,172.0,120,0.0,Semiurban,Y
LP00552,Female,Yes,2,Graduate,Yes,4608,2461,206.0,480,0.0,Semiurban,N
LP00553,Male,Yes,2,Graduate,Yes,6217,1799,83.0,240,1.0,Rural,Y
LP00554,Male,,2,Not Graduate,No,9205,1167,118.0,480,0.0,Semiurban,Y
LP00555,Female,No,3+,Not Graduate,Yes,5908,1707,234.0,360,1.0,Urban,Y
LP00556,Female,Yes,0,Graduate,No,6104,893,173.0,120,1.0,Urban,Y
LP00557,Female,No,1,Not Graduate,No,5376,3649,203.0,180,1.0,Semiurban,Y
LP00558,Male,No,3+,Not Graduate,No,2333,3210,,240,1.0,Semiurban,Y
LP00559,Male,No,1,Not Graduate,Yes,2074,3049,85.0,480,1.0,Semiurban,Y
LP00560,Female,Yes,1,Not Graduate,Yes,7035,464,121.0,120,1.0,Urban,Y
LP00561,Male,No,1,Not Graduate,No,7264,2618,228.0,180,1.0,Semiurban,Y
LP00562,,No,3+,Graduate,,11043,1946,99.0,120,1.0,Urban,Y
LP00563,Female,Yes,0,Not Graduate,No,6527,3090,134.0,360,1.0,Semiurban,Y
LP00564,Female,Yes,3+,Graduate,Yes,3372,1783,83.0,480,1.0,Rural,Y
LP00565,Female,No,0,Not Graduate,Yes,9217,1210,40.0,360,1.0,Rural,Y
LP00566,Male,Yes,0,Not Graduate,Yes,8091,2366,,180,0.0,Rural,N
LP00567,Female,No,1,Not Graduate,No,8700,3469,59.0,480,1.0,Semiurban,Y
LP00568,Male,Yes,3+,Not Graduate,No,5739,1685,155.0,240,1.0,Semiurban,Y
LP00569,Male,Yes,1,Graduate,No,5310,1847,91.0,360,1.0,Semiurban,Y
LP00570,Male,Yes,3+,Not Graduate,No,8698,191,169.0,240,,Urban,Y
LP00571,Female,No,0,Not Graduate,No,2685,851,193.0,180,1.0,Semiurban,Y
LP00572,Female,No,3+,Graduate,No,5838,2446,175.0,120,0.0,Semiurban,N
LP00573,Female,Yes,2,Not Graduate,No,5506,3791,218.0,180,1.0,Semiurban,Y
LP00574,Female,Yes,0,Graduate,,7213,668,102.0,120,1.0,Semiurban,Y
LP00575,Female,No,0,Not Graduate,No,8045,3762,169.0,180,1.0,Rural,Y
LP00576,Male,Yes,2,Not Graduate,No,9629,402,122.0,180,1.0,Semiurban,Y
LP00577,Male,Yes,1,Not Graduate,No,11989,6153,167.0,120,1.0,Semiurban,Y
LP00578,Male,,0,Not Graduate,No,8336,3042,125.0,180,1.0,Urban,Y
LP00579,Female,Yes,3+,Not Graduate,Yes,7575,2496,169.0,120,1.0,Rural,Y
LP00580,Male,No,1,Graduate,Yes,9097,935,114.0,120,1.0,Urban,Y
LP00581,Female,Yes,1,Graduate,Yes,8098,2890,160.0,120,1.0,Rural,Y
LP00582,Male,No,0,Graduate,Yes,6986,2736,90.0,120,0.0,Rural,Y
LP00583,Male,,2,Not Graduate,No,8738,2988,126.0,180,1.0,Urban,Y
LP00584,Male,Yes,1,Graduate,No,3205,1300,180.0,480,1.0,Urban,Y
LP00585,Female,Yes,3+,Graduate,Yes,8251,1869,140.0,120,0.0,Semiurban,Y
LP00586,Female,Yes,3+,Graduate,Yes,8747,2389,162.0,480,1.0,Semiurban,Y
LP00587,,No,0,Not Graduate,No,1616,3336,118.0,480,1.0,Semiurban,Y
LP00588,Female,No,1,Graduate,,8733,1251,187.0,360,1.0,Rural,Y
LP00589,Female,Yes,0,Graduate,No,8708,37090,194.0,360,1.0,Semiurban,Y
LP00590,Female,Yes,3+,Graduate,Yes,6076,2000,60.0,180,1.0,Semiurban,Y
LP00591,,No,3+,Not Graduate,No,4426,0,71.0,480,1.0,Urban,Y
LP00592,Male,Yes,0,Graduate,Yes,5426,3947,115.0,240,1.0,Semiurban,Y
LP00593,Male,No,0,Graduate,No,4208,3530,,360,1.0,Semiurban,Y
LP00594,Male,Yes,3+,Graduate,No,7400,2502,190.0,360,1.0,Semiurban,Y
LP00595,Female,Yes,3+,Not Graduate,Yes,6100,0,121.0,360,1.0,Semiurban,Y
LP00596,Female,,1,Graduate,No,4590,459,155.0,120,,Semiurban,Y
LP00597,Female,,0,Graduate,Yes,7081,738,129.0,480,1.0,Semiurban,Y
LP00598,Female,Yes,3+,Not Graduate,No,9225,3249,56.0,120,1.0,Semiurban,Y
LP00599,Male,Yes,2,Graduate,No,3258,889,136.0,180,1.0,Urban,Y
LP00600,Female,Yes,3+,Graduate,No,51372,394,149.0,360,1.0,Semiurban,Y
LP00447,Male,No,3+,Graduate,Yes,7206,0,,180,1.0,Urban,Y
LP00405,Female,No,1,Not Graduate,No,7746,747,120.0,360,0.0,Semiurban,Y
LP00510,Female,Yes,0,Not Graduate,No,7981,1087,138.0,240,1.0,Urban,Y
LP00456,Female,Yes,2,Graduate,Yes,6671,1907,129.0,240,0.0,Semiurban,N
LP00202,Female,No,3+,Not Graduate,Yes,5913,1367,,180,,Rural,Y
LP00024,Male,Yes,3+,Not Graduate,No,5244,1341,122.0,360,1.0,Urban,Y
LP00416,Female,No,3+,Graduate,No,10292,1634,44.0,240,1.0,Semiurban,Y
LP00549,Female,No,1,Graduate,Yes,12060,38979,148.0,360,0.0,Semiurban,Y
LP00067,Female,No,0,Graduate,,6368,53,213.0,180,1.0,Rural,Y
LP00166,Female,Yes,2,Not Graduate,Yes,5565,1034,138.0,480,1.0,Semiurban,Y
LP00335,Female,No,0,Graduate,No,5466,1376,122.0,360,1.0,Rural,Y
LP00330,Female,,0,Graduate,Yes,4337,1372,112.0,180,1.0,Urban,Y
LP00001,Male,No,0,Graduate,Yes,8241,24012,169.0,180,1.0,Urban,Y
LP00532,Male,Yes,0,Not Graduate,Yes,7056,2565,86.0,480,1.0,Semiurban,Y
LP00233,Female,No,1,Not Graduate,Yes,10913,1707,115.0,360,1.0,Rural,Y
